,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,Y
4023,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,1
4024,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4025,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4026,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0
4027,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,1
4028,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4029,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4030,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,0
4031,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4032,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4033,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0
4034,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,1,0
4035,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0
4036,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4037,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,0
4038,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,1
4039,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,1,1
4040,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,0,0,1
4041,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,1~3,4~8,1~3,gt8,gt8,1,0,1
4042,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0
4043,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0
4044,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,1
4045,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,1
4046,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0
4047,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0
4048,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1
4049,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0
4050,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0
4051,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1
4052,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,1
4053,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0
4054,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0
4055,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1
4056,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,1,0
4057,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1
4058,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1
4059,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,0
4060,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0
4061,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,1,1
4062,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1
4063,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0
4064,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,0
4065,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,0
4066,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,1
4067,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,1
4068,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,0
4069,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,1
4070,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,1
4071,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,0
4072,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,1
4073,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,0
4074,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,0
4075,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,0
4076,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,0
4077,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,1
4078,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,1,0
4079,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,1
4080,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,1
4081,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,0
4082,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,0
4083,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,1,1
4084,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,0,0,1
4085,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,36,Married partner,1,Some college - no degree,Computer & Mathematical,$25000 - $37499,never,never,1~3,less1,never,1,0,0
4086,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,1
4087,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,0
4088,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,1
4089,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,1
4090,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4091,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4092,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4093,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,0
4094,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4095,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,1
4096,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,1
4097,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4098,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4099,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,1
4100,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,1,0
4101,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,1
4102,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4103,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,0
4104,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,0
4105,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,1,0
4106,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,0,0,1
4107,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,1
4108,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0
4109,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0
4110,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0
4111,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,1
4112,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0
4113,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,1
4114,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,1
4115,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0
4116,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0
4117,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0
4118,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0
4119,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0
4120,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0
4121,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,1
4122,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,1,0
4123,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0
4124,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,1
4125,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,0
4126,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0
4127,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,1,1
4128,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,0,0,1
4129,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,never,never,1~3,1~3,never,1,0,0
4130,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4131,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4132,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4133,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4134,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4135,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4136,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,0
4137,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4138,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4139,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4140,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4141,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4142,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4143,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,1,1
4144,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4145,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4146,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4147,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4148,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,1,1
4149,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,0,0,1
4150,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,never,gt8,4~8,gt8,1~3,1,0,1
4151,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,50plus,Married partner,0,Some college - no degree,Unemployed,$25000 - $37499,never,never,1~3,4~8,never,0,0,0
